Measure;Caption;Ordinato residuo[Costo standard - Ordinato residuo - MOM];Costo standard - Ordinato residuo - MOM;Standard Cost - Remaining Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Quantità - Ordinato residuo - MOM];Quantità - Ordinato residuo - MOM;Quantity - Remaining Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo (no omaggi) - Ordinato residuo - MOM];Importo (no omaggi) - Ordinato residuo - MOM;Amount (No Freebies) - Remaining Order - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario standard - Ordinato residuo - MOM];Costo unitario standard - Ordinato residuo - MOM;Standard Unit Cost - Remaining Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio - Ordinato residuo - MOM];Costo unitario medio - Ordinato residuo - MOM;Average Unit Cost - Residual Order - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio progressivo - Ordinato residuo - MOM];Costo unitario medio progressivo - Ordinato residuo - MOM;Progressive Average Unit Cost - Residual Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario movimento - Ordinato residuo - MOM];Costo unitario movimento - Ordinato residuo - MOM;Unit Cost Of Movement - Residual Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo unitario - Ordinato residuo - MOM];Importo unitario - Ordinato residuo - MOM;Unit Amount - Remaining Order - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo movimento - Ordinato residuo - MOM];Margine costo movimento - Ordinato residuo - MOM;Movement Cost Margin - Residual Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio progressivo - Ordinato residuo - MOM];Margine costo medio progressivo - Ordinato residuo - MOM;Progressive Average Cost Margin - Residual Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio - Ordinato residuo - MOM];Margine costo medio - Ordinato residuo - MOM;Average Cost Margin - Remaining Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo standard - Ordinato residuo - MOM];Margine costo standard - Ordinato residuo - MOM;Standard Cost Margin - Residual Ordered - MOM;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio - Ordinato residuo - MOM%];Costo medio - Ordinato residuo - MOM%;Average Cost - Remaining Order - MOM%;;;;;;;;;
Table;DisplayFolder;Ordinato residuo[Variazioni % da mese precedente (MOM%)];;% Change From Previous Month (MOM%);;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio progressivo - Ordinato residuo - MOM%];Costo medio progressivo - Ordinato residuo - MOM%;Progressive Average Cost - Residual Ordered - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo movimento - Ordinato residuo - MOM%];Costo movimento - Ordinato residuo - MOM%;Movement Cost - Remaining Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo standard - Ordinato residuo - MOM%];Costo standard - Ordinato residuo - MOM%;Standard Cost - Remaining Ordered - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Quantità - Ordinato residuo - MOM%];Quantità - Ordinato residuo - MOM%;Quantity - Remaining Ordered - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo (no omaggi) - Ordinato residuo - MOM%];Importo (no omaggi) - Ordinato residuo - MOM%;Amount (No Freebies) - Remaining Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario standard - Ordinato residuo - MOM%];Costo unitario standard - Ordinato residuo - MOM%;Standard Unit Cost - Remaining Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio - Ordinato residuo - MOM%];Costo unitario medio - Ordinato residuo - MOM%;Average Unit Cost - Remaining Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio progressivo - Ordinato residuo - MOM%];Costo unitario medio progressivo - Ordinato residuo - MOM%;Progressive Average Unit Cost - Residual Ordered - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario movimento - Ordinato residuo - MOM%];Costo unitario movimento - Ordinato residuo - MOM%;Unit Cost Of Movement - Remaining Ordered - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo unitario - Ordinato residuo - MOM%];Importo unitario - Ordinato residuo - MOM%;Unit Amount - Remaining Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo movimento - Ordinato residuo - MOM%];Margine costo movimento - Ordinato residuo - MOM%;Movement Cost Margin - Residual Ordered - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio progressivo - Ordinato residuo - MOM%];Margine costo medio progressivo - Ordinato residuo - MOM%;Progressive Average Cost Margin - Residual Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio - Ordinato residuo - MOM%];Margine costo medio - Ordinato residuo - MOM%;Average Cost Margin - Remaining Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo standard - Ordinato residuo - MOM%];Margine costo standard - Ordinato residuo - MOM%;Standard Cost Margin - Remaining Order - MOM%;;;;;;;;;
Measure;Caption;Ordinato residuo[Quantità - Ordinato residuo - PQ];Quantità - Ordinato residuo - PQ;Quantity - Remaining Ordered - PQ;;;;;;;;;
Table;DisplayFolder;Ordinato residuo[Trimestre precedente (PQ)];;Previous Quarter (FP);;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio - Ordinato residuo - PQ];Costo medio - Ordinato residuo - PQ;Average Cost - Remaining Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio progressivo - Ordinato residuo - PQ];Costo medio progressivo - Ordinato residuo - PQ;Progressive Average Cost - Residual Ordered - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo movimento - Ordinato residuo - PQ];Costo movimento - Ordinato residuo - PQ;Movement Cost - Residual Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo standard - Ordinato residuo - PQ];Costo standard - Ordinato residuo - PQ;Standard Cost - Remaining Ordered - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo (no omaggi) - Ordinato residuo - PQ];Importo (no omaggi) - Ordinato residuo - PQ;Amount (No Freebies) - Remaining Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario standard - Ordinato residuo - PQ];Costo unitario standard - Ordinato residuo - PQ;Standard Unit Cost - Remaining Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio - Ordinato residuo - PQ];Costo unitario medio - Ordinato residuo - PQ;Average Unit Cost - Residual Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio progressivo - Ordinato residuo - PQ];Costo unitario medio progressivo - Ordinato residuo - PQ;Progressive Average Unit Cost - Residual Ordered - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario movimento - Ordinato residuo - PQ];Costo unitario movimento - Ordinato residuo - PQ;Unit Movement Cost - Residual Ordered - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo unitario - Ordinato residuo - PQ];Importo unitario - Ordinato residuo - PQ;Unit Amount - Remaining Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo movimento - Ordinato residuo - PQ];Margine costo movimento - Ordinato residuo - PQ;Movement Cost Margin - Residual Ordered - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio progressivo - Ordinato residuo - PQ];Margine costo medio progressivo - Ordinato residuo - PQ;Progressive Average Cost Margin - Residual Ordered - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio - Ordinato residuo - PQ];Margine costo medio - Ordinato residuo - PQ;Average Cost Margin - Residual Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo standard - Ordinato residuo - PQ];Margine costo standard - Ordinato residuo - PQ;Standard Cost Margin - Remaining Order - PQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Quantità - Ordinato residuo - QOQ];Quantità - Ordinato residuo - QOQ;Quantity - Remaining Ordered - QOQ;;;;;;;;;
Table;DisplayFolder;Ordinato residuo[Variazioni da trimestre precedente (QOQ)];;Change From Previous Quarter (QOQ);;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio - Ordinato residuo - QOQ];Costo medio - Ordinato residuo - QOQ;Average Cost - Remaining Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio progressivo - Ordinato residuo - QOQ];Costo medio progressivo - Ordinato residuo - QOQ;Progressive Average Cost - Residual Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo movimento - Ordinato residuo - QOQ];Costo movimento - Ordinato residuo - QOQ;Movement Cost - Remaining Order - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo standard - Ordinato residuo - QOQ];Costo standard - Ordinato residuo - QOQ;Standard Cost - Remaining Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo (no omaggi) - Ordinato residuo - QOQ];Importo (no omaggi) - Ordinato residuo - QOQ;Amount (No Freebies) - Remaining Order - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario standard - Ordinato residuo - QOQ];Costo unitario standard - Ordinato residuo - QOQ;Standard Unit Cost - Remaining Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio - Ordinato residuo - QOQ];Costo unitario medio - Ordinato residuo - QOQ;Average Unit Cost - Remaining Order - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio progressivo - Ordinato residuo - QOQ];Costo unitario medio progressivo - Ordinato residuo - QOQ;Progressive Average Unit Cost - Residual Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario movimento - Ordinato residuo - QOQ];Costo unitario movimento - Ordinato residuo - QOQ;Movement Unit Cost - Residual Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo unitario - Ordinato residuo - QOQ];Importo unitario - Ordinato residuo - QOQ;Unit Amount - Remaining Order - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo movimento - Ordinato residuo - QOQ];Margine costo movimento - Ordinato residuo - QOQ;Movement Cost Margin - Residual Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio progressivo - Ordinato residuo - QOQ];Margine costo medio progressivo - Ordinato residuo - QOQ;Progressive Average Cost Margin - Residual Order - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio - Ordinato residuo - QOQ];Margine costo medio - Ordinato residuo - QOQ;Average Cost Margin - Remaining Order - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo standard - Ordinato residuo - QOQ];Margine costo standard - Ordinato residuo - QOQ;Standard Cost Margin - Remaining Ordered - QOQ;;;;;;;;;
Measure;Caption;Ordinato residuo[Quantità - Ordinato residuo - QOQ%];Quantità - Ordinato residuo - QOQ%;Quantity - Remaining Ordered - QOQ%;;;;;;;;;
Table;DisplayFolder;Ordinato residuo[Variazioni % da trimestre precedente (QOQ%)];;% Change From Previous Quarter (QOQ%);;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio - Ordinato residuo - QOQ%];Costo medio - Ordinato residuo - QOQ%;Average Cost - Remaining Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo medio progressivo - Ordinato residuo - QOQ%];Costo medio progressivo - Ordinato residuo - QOQ%;Progressive Average Cost - Residual Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo movimento - Ordinato residuo - QOQ%];Costo movimento - Ordinato residuo - QOQ%;Movement Cost - Remaining Order - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo standard - Ordinato residuo - QOQ%];Costo standard - Ordinato residuo - QOQ%;Standard Cost - Remaining Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo (no omaggi) - Ordinato residuo - QOQ%];Importo (no omaggi) - Ordinato residuo - QOQ%;Amount (No Freebies) - Remaining Order - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario standard - Ordinato residuo - QOQ%];Costo unitario standard - Ordinato residuo - QOQ%;Standard Unit Cost - Remaining Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio - Ordinato residuo - QOQ%];Costo unitario medio - Ordinato residuo - QOQ%;Average Unit Cost - Remaining Order - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario medio progressivo - Ordinato residuo - QOQ%];Costo unitario medio progressivo - Ordinato residuo - QOQ%;Progressive Average Unit Cost - Residual Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Costo unitario movimento - Ordinato residuo - QOQ%];Costo unitario movimento - Ordinato residuo - QOQ%;Movement Unit Cost - Residual Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo unitario - Ordinato residuo - QOQ%];Importo unitario - Ordinato residuo - QOQ%;Unit Amount - Remaining Order - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo movimento - Ordinato residuo - QOQ%];Margine costo movimento - Ordinato residuo - QOQ%;Movement Cost Margin - Remaining Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio progressivo - Ordinato residuo - QOQ%];Margine costo medio progressivo - Ordinato residuo - QOQ%;Progressive Average Cost Margin - Residual Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo medio - Ordinato residuo - QOQ%];Margine costo medio - Ordinato residuo - QOQ%;Average Cost Margin - Remaining Order - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Margine costo standard - Ordinato residuo - QOQ%];Margine costo standard - Ordinato residuo - QOQ%;Standard Cost Margin - Remaining Ordered - QOQ%;;;;;;;;;
Measure;Caption;Ordinato residuo[Importo - Ordinato residuo];Importo - Ordinato residuo;Amount - Remaining Order;;;;;;;;;
Measure;Caption;Ordinato residuo[Quantità omaggi - Ordinato residuo];Quantità omaggi - Ordinato residuo;Quantity Of Gifts - Remaining Order;;;;;;;;;
Table;Caption;Spedito;Spedito;Fast;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito];Costo medio - Spedito;Average Cost - Shipped;;;;;;;;;
Table;DisplayFolder;Spedito[Corrente];;Current;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito];Costo medio progressivo - Spedito;Progressive Average Cost - Shipped;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito];Costo movimento - Spedito;Movement Cost - Shipped;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito];Costo standard - Spedito;Standard Cost - Shipped;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio - Spedito];Costo unitario medio - Spedito;Average Unit Cost - Shipped;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio progressivo - Spedito];Costo unitario medio progressivo - Spedito;Progressive Average Unit Cost - Shipped;;;;;;;;;
Measure;Caption;Spedito[Costo unitario movimento - Spedito];Costo unitario movimento - Spedito;Unit Movement Cost - Shipped;;;;;;;;;
Measure;Caption;Spedito[Costo unitario standard - Spedito];Costo unitario standard - Spedito;Standard Unit Cost - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito];Importo (no omaggi) - Spedito;Amount (No Freebies) - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo - Spedito];Importo - Spedito;Amount - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo lordo - Spedito];Importo lordo - Spedito;Gross Amount - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo sconti di riga - Spedito];Importo sconti di riga - Spedito;Line Discounts Amount - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo sconti incondizionati - Spedito];Importo sconti incondizionati - Spedito;Unconditional Discount Amount - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo sconti pagamento - Spedito];Importo sconti pagamento - Spedito;Payment Discount Amount - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo spese piede - Spedito];Importo spese piede - Spedito;Foot Expense Amount - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo unitario - Spedito];Importo unitario - Spedito;Unit Amount - Shipped;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio - Spedito];Margine costo medio - Spedito;Average Cost Margin - Shipped;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio progressivo - Spedito];Margine costo medio progressivo - Spedito;Progressive Average Cost Margin - Shipped;;;;;;;;;
Measure;Caption;Spedito[Margine costo movimento - Spedito];Margine costo movimento - Spedito;Movement Cost Margin - Shipped;;;;;;;;;
Measure;Caption;Spedito[Margine costo standard - Spedito];Margine costo standard - Spedito;Standard Cost Margin - Shipped;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito];Provvigione - Spedito;Commission - Shipped;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito];Provvigione unitaria - Spedito;Unit Commission - Shipped;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito];Quantità - Spedito;Quantity - Shipped;;;;;;;;;
Measure;Caption;Spedito[Sconti di riga % - Spedito];Sconti di riga % - Spedito;Line Discounts % - Shipped;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito - PM];Quantità - Spedito - PM;Quantity - Shipped - PM;;;;;;;;;
Table;DisplayFolder;Spedito[Mese precedente (PM)];;Previous Month (PM);;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito - PM];Importo (no omaggi) - Spedito - PM;Amount (No Freebies) - Shipped - PM;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito - PM];Costo medio - Spedito - PM;Average Cost - Shipped - PM;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito - PM];Costo medio progressivo - Spedito - PM;Progressive Average Cost - Shipped - PM;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito - PM];Costo movimento - Spedito - PM;Movement Cost - Shipped - PM;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito - PM];Costo standard - Spedito - PM;Standard Cost - Shipped - PM;;;;;;;;;
